sexo,cpro,grupo_edad,poblacion_total,poblacion_agregada,porcentaje
Mujeres,51,50-59,5.225999999999999,1765.363,0.29602976838191347
Mujeres,51,60-69,3.823,1765.363,0.21655602842021726
Mujeres,51,70-79,2.271,1765.363,0.1286420979707856
Mujeres,51,80+,1728.0,1765.363,97.88355142823318
Hombres,52,0-9,5.787000000000001,2433.41,0.237814425024965
Hombres,52,10-19,5.877,2433.41,0.2415129386334403
Hombres,52,20-29,5.734,2433.41,0.2356364114555295
Hombres,52,30-39,5.052,2433.41,0.2076098972224163
Hombres,52,40-49,5.0,2433.41,0.20547297824863053
Hombres,52,50-59,5.128,2433.41,0.21073308649179548
Hombres,52,60-69,3.832,2433.41,0.15747449052975043
Hombres,52,70-79,1618.0,2433.41,66.49105576125685
Hombres,52,80+,779.0,2433.41,32.012690011136634
Mujeres,52,0-9,5.409,3356.174,0.16116566066002536
Mujeres,52,10-19,5.629,3356.174,0.1677207439185215
Mujeres,52,20-29,4.93,3356.174,0.1468934566562997
Mujeres,52,30-39,4.584,3356.174,0.13658409844066488
Mujeres,52,40-49,4.593,3356.174,0.13685226093760336
Mujeres,52,50-59,4.6240000000000006,3356.174,0.13777593176039146
Mujeres,52,60-69,3.4050000000000002,3356.174,0.10145481134172425
Mujeres,52,70-79,1856.0,3356.174,55.30106603531283
Mujeres,52,80+,1467.0,3356.174,43.710487000971945
