provincias;grupo_edad;sexo;poblacion_total
38 Santa Cruz de Tenerife;De 30 a 34 años;Hombres;26.943
38 Santa Cruz de Tenerife;De 30 a 34 años;Mujeres;26.858
38 Santa Cruz de Tenerife;De 35 a 39 años;Hombres;31.634
38 Santa Cruz de Tenerife;De 35 a 39 años;Mujeres;31.736
38 Santa Cruz de Tenerife;De 40 a 44 años;Hombres;38.380
38 Santa Cruz de Tenerife;De 40 a 44 años;Mujeres;37.608
38 Santa Cruz de Tenerife;De 45 a 49 años;Hombres;40.880
38 Santa Cruz de Tenerife;De 45 a 49 años;Mujeres;39.874
38 Santa Cruz de Tenerife;De 50 a 54 años;Hombres;37.994
38 Santa Cruz de Tenerife;De 50 a 54 años;Mujeres;38.287
38 Santa Cruz de Tenerife;De 55 a 59 años;Hombres;34.509
38 Santa Cruz de Tenerife;De 55 a 59 años;Mujeres;35.375
38 Santa Cruz de Tenerife;De 60 a 64 años;Hombres;27.294
38 Santa Cruz de Tenerife;De 60 a 64 años;Mujeres;28.697
38 Santa Cruz de Tenerife;De 65 a 69 años;Hombres;21.895
38 Santa Cruz de Tenerife;De 65 a 69 años;Mujeres;23.660
38 Santa Cruz de Tenerife;De 70 a 74 años  ;Hombres;17.860
38 Santa Cruz de Tenerife;De 70 a 74 años  ;Mujeres;20.251
38 Santa Cruz de Tenerife;De 75 a 79 años  ;Hombres;13.971
38 Santa Cruz de Tenerife;De 75 a 79 años  ;Mujeres;17.401
38 Santa Cruz de Tenerife;De 80 a 84 años  ;Hombres;8.531
38 Santa Cruz de Tenerife;De 80 a 84 años  ;Mujeres;12.874
38 Santa Cruz de Tenerife;De 85 a 89 años  ;Hombres;5.734
38 Santa Cruz de Tenerife;De 85 a 89 años  ;Mujeres;10.161
38 Santa Cruz de Tenerife;90 y más años;Hombres;2.434
38 Santa Cruz de Tenerife;90 y más años;Mujeres;5.366
40 Segovia;De 0 a 4 años;Hombres;2.223
40 Segovia;De 0 a 4 años;Mujeres;2.225
40 Segovia;De 5 a 9 años;Hombres;2.993
40 Segovia;De 5 a 9 años;Mujeres;2.734
40 Segovia;De 10 a 14 años  ;Hombres;3.371
40 Segovia;De 10 a 14 años  ;Mujeres;3.195
40 Segovia;De 15 a 19 años  ;Hombres;3.330
40 Segovia;De 15 a 19 años  ;Mujeres;3.143
40 Segovia;De 20 a 24 años;Hombres;3.293
40 Segovia;De 20 a 24 años;Mujeres;3.033
40 Segovia;De 25 a 29 años;Hombres;3.260
40 Segovia;De 25 a 29 años;Mujeres;2.729
40 Segovia;De 30 a 34 años;Hombres;3.242
40 Segovia;De 30 a 34 años;Mujeres;2.755
40 Segovia;De 35 a 39 años;Hombres;3.861
40 Segovia;De 35 a 39 años;Mujeres;3.430
40 Segovia;De 40 a 44 años;Hombres;4.725
40 Segovia;De 40 a 44 años;Mujeres;4.498
40 Segovia;De 45 a 49 años;Hombres;5.325
40 Segovia;De 45 a 49 años;Mujeres;4.875
40 Segovia;De 50 a 54 años;Hombres;5.679
40 Segovia;De 50 a 54 años;Mujeres;5.359
40 Segovia;De 55 a 59 años;Hombres;5.913
40 Segovia;De 55 a 59 años;Mujeres;5.450
40 Segovia;De 60 a 64 años;Hombres;5.297
40 Segovia;De 60 a 64 años;Mujeres;4.759
40 Segovia;De 65 a 69 años;Hombres;4.121
40 Segovia;De 65 a 69 años;Mujeres;3.625
40 Segovia;De 70 a 74 años  ;Hombres;3.492
40 Segovia;De 70 a 74 años  ;Mujeres;3.480
40 Segovia;De 75 a 79 años  ;Hombres;2.752
40 Segovia;De 75 a 79 años  ;Mujeres;3.288
40 Segovia;De 80 a 84 años  ;Hombres;2.069
40 Segovia;De 80 a 84 años  ;Mujeres;3.005
40 Segovia;De 85 a 89 años  ;Hombres;1.794
40 Segovia;De 85 a 89 años  ;Mujeres;2.799
40 Segovia;90 y más años;Hombres;937
40 Segovia;90 y más años;Mujeres;2.092
41 Sevilla;De 0 a 4 años;Hombres;43.434
41 Sevilla;De 0 a 4 años;Mujeres;40.781
41 Sevilla;De 5 a 9 años;Hombres;52.745
41 Sevilla;De 5 a 9 años;Mujeres;50.041
41 Sevilla;De 10 a 14 años  ;Hombres;60.387
41 Sevilla;De 10 a 14 años  ;Mujeres;57.496
41 Sevilla;De 15 a 19 años  ;Hombres;54.215
41 Sevilla;De 15 a 19 años  ;Mujeres;51.849
41 Sevilla;De 20 a 24 años;Hombres;49.524
41 Sevilla;De 20 a 24 años;Mujeres;46.928
41 Sevilla;De 25 a 29 años;Hombres;51.612
41 Sevilla;De 25 a 29 años;Mujeres;48.949
41 Sevilla;De 30 a 34 años;Hombres;53.412
41 Sevilla;De 30 a 34 años;Mujeres;52.570
41 Sevilla;De 35 a 39 años;Hombres;65.192
41 Sevilla;De 35 a 39 años;Mujeres;64.823
41 Sevilla;De 40 a 44 años;Hombres;79.629
41 Sevilla;De 40 a 44 años;Mujeres;78.837
41 Sevilla;De 45 a 49 años;Hombres;78.360
41 Sevilla;De 45 a 49 años;Mujeres;78.453
41 Sevilla;De 50 a 54 años;Hombres;73.781
41 Sevilla;De 50 a 54 años;Mujeres;74.833
41 Sevilla;De 55 a 59 años;Hombres;65.583
41 Sevilla;De 55 a 59 años;Mujeres;68.422
41 Sevilla;De 60 a 64 años;Hombres;53.648
41 Sevilla;De 60 a 64 años;Mujeres;57.790
41 Sevilla;De 65 a 69 años;Hombres;42.910
41 Sevilla;De 65 a 69 años;Mujeres;48.006
41 Sevilla;De 70 a 74 años  ;Hombres;36.281
41 Sevilla;De 70 a 74 años  ;Mujeres;43.804
41 Sevilla;De 75 a 79 años  ;Hombres;28.355
41 Sevilla;De 75 a 79 años  ;Mujeres;37.018
41 Sevilla;De 80 a 84 años  ;Hombres;17.172
41 Sevilla;De 80 a 84 años  ;Mujeres;27.342
41 Sevilla;De 85 a 89 años  ;Hombres;10.124
41 Sevilla;De 85 a 89 años  ;Mujeres;19.714
41 Sevilla;90 y más años;Hombres;4.007
41 Sevilla;90 y más años;Mujeres;10.357
42 Soria;De 0 a 4 años;Hombres;1.378
42 Soria;De 0 a 4 años;Mujeres;1.273
42 Soria;De 5 a 9 años;Hombres;1.592
42 Soria;De 5 a 9 años;Mujeres;1.527
42 Soria;De 10 a 14 años  ;Hombres;1.836
42 Soria;De 10 a 14 años  ;Mujeres;1.712
42 Soria;De 15 a 19 años  ;Hombres;1.817
42 Soria;De 15 a 19 años  ;Mujeres;1.731
42 Soria;De 20 a 24 años;Hombres;1.756
42 Soria;De 20 a 24 años;Mujeres;1.667
42 Soria;De 25 a 29 años;Hombres;1.723
42 Soria;De 25 a 29 años;Mujeres;1.565
42 Soria;De 30 a 34 años;Hombres;1.913
42 Soria;De 30 a 34 años;Mujeres;1.710
42 Soria;De 35 a 39 años;Hombres;2.193
42 Soria;De 35 a 39 años;Mujeres;2.029
42 Soria;De 40 a 44 años;Hombres;2.733
42 Soria;De 40 a 44 años;Mujeres;2.511
42 Soria;De 45 a 49 años;Hombres;2.916
42 Soria;De 45 a 49 años;Mujeres;2.713
42 Soria;De 50 a 54 años;Hombres;3.374
42 Soria;De 50 a 54 años;Mujeres;3.056
42 Soria;De 55 a 59 años;Hombres;3.565
42 Soria;De 55 a 59 años;Mujeres;3.205
42 Soria;De 60 a 64 años;Hombres;3.203
42 Soria;De 60 a 64 años;Mujeres;2.785
42 Soria;De 65 a 69 años;Hombres;2.524
42 Soria;De 65 a 69 años;Mujeres;2.297
42 Soria;De 70 a 74 años  ;Hombres;2.258
42 Soria;De 70 a 74 años  ;Mujeres;2.129
42 Soria;De 75 a 79 años  ;Hombres;1.923
42 Soria;De 75 a 79 años  ;Mujeres;2.038
42 Soria;De 80 a 84 años  ;Hombres;1.411
42 Soria;De 80 a 84 años  ;Mujeres;1.909
42 Soria;De 85 a 89 años  ;Hombres;1.294
42 Soria;De 85 a 89 años  ;Mujeres;1.947
42 Soria;90 y más años;Hombres;811
42 Soria;90 y más años;Mujeres;1.586
43 Tarragona;De 0 a 4 años;Hombres;14.140
43 Tarragona;De 0 a 4 años;Mujeres;13.258
43 Tarragona;De 5 a 9 años;Hombres;18.413
43 Tarragona;De 5 a 9 años;Mujeres;16.879
43 Tarragona;De 10 a 14 años  ;Hombres;20.876
43 Tarragona;De 10 a 14 años  ;Mujeres;19.261
43 Tarragona;De 15 a 19 años  ;Hombres;18.570
43 Tarragona;De 15 a 19 años  ;Mujeres;17.478
43 Tarragona;De 20 a 24 años;Hombres;16.200
43 Tarragona;De 20 a 24 años;Mujeres;15.377
43 Tarragona;De 25 a 29 años;Hombres;15.574
43 Tarragona;De 25 a 29 años;Mujeres;14.838
43 Tarragona;De 30 a 34 años;Hombres;16.558
43 Tarragona;De 30 a 34 años;Mujeres;15.987
43 Tarragona;De 35 a 39 años;Hombres;21.191
43 Tarragona;De 35 a 39 años;Mujeres;20.387
43 Tarragona;De 40 a 44 años;Hombres;28.338
43 Tarragona;De 40 a 44 años;Mujeres;26.799
43 Tarragona;De 45 a 49 años;Hombres;28.401
43 Tarragona;De 45 a 49 años;Mujeres;26.791
43 Tarragona;De 50 a 54 años;Hombres;26.520
43 Tarragona;De 50 a 54 años;Mujeres;25.465
43 Tarragona;De 55 a 59 años;Hombres;24.335
43 Tarragona;De 55 a 59 años;Mujeres;24.654
43 Tarragona;De 60 a 64 años;Hombres;22.010
43 Tarragona;De 60 a 64 años;Mujeres;22.673
43 Tarragona;De 65 a 69 años;Hombres;19.275
43 Tarragona;De 65 a 69 años;Mujeres;20.314
43 Tarragona;De 70 a 74 años  ;Hombres;17.332
43 Tarragona;De 70 a 74 años  ;Mujeres;18.888
43 Tarragona;De 75 a 79 años  ;Hombres;12.911
43 Tarragona;De 75 a 79 años  ;Mujeres;15.046
43 Tarragona;De 80 a 84 años  ;Hombres;8.360
43 Tarragona;De 80 a 84 años  ;Mujeres;11.112
43 Tarragona;De 85 a 89 años  ;Hombres;5.927
43 Tarragona;De 85 a 89 años  ;Mujeres;9.723
43 Tarragona;90 y más años;Hombres;3.058
43 Tarragona;90 y más años;Mujeres;6.690
44 Teruel;De 0 a 4 años;Hombres;2.048
44 Teruel;De 0 a 4 años;Mujeres;1.974
44 Teruel;De 5 a 9 años;Hombres;2.451
44 Teruel;De 5 a 9 años;Mujeres;2.309
44 Teruel;De 10 a 14 años  ;Hombres;2.685
44 Teruel;De 10 a 14 años  ;Mujeres;2.629
44 Teruel;De 15 a 19 años  ;Hombres;2.671
44 Teruel;De 15 a 19 años  ;Mujeres;2.558
44 Teruel;De 20 a 24 años;Hombres;2.711
44 Teruel;De 20 a 24 años;Mujeres;2.546
44 Teruel;De 25 a 29 años;Hombres;2.874
44 Teruel;De 25 a 29 años;Mujeres;2.662
44 Teruel;De 30 a 34 años;Hombres;3.171
44 Teruel;De 30 a 34 años;Mujeres;2.822
44 Teruel;De 35 a 39 años;Hombres;3.553
44 Teruel;De 35 a 39 años;Mujeres;3.049
44 Teruel;De 40 a 44 años;Hombres;4.130
44 Teruel;De 40 a 44 años;Mujeres;3.638
44 Teruel;De 45 a 49 años;Hombres;4.420
44 Teruel;De 45 a 49 años;Mujeres;3.917
44 Teruel;De 50 a 54 años;Hombres;4.717
44 Teruel;De 50 a 54 años;Mujeres;4.556
44 Teruel;De 55 a 59 años;Hombres;5.154
44 Teruel;De 55 a 59 años;Mujeres;4.705
44 Teruel;De 60 a 64 años;Hombres;4.822
44 Teruel;De 60 a 64 años;Mujeres;4.111
44 Teruel;De 65 a 69 años;Hombres;3.764
44 Teruel;De 65 a 69 años;Mujeres;3.379
44 Teruel;De 70 a 74 años  ;Hombres;3.169
44 Teruel;De 70 a 74 años  ;Mujeres;3.165
44 Teruel;De 75 a 79 años  ;Hombres;2.568
44 Teruel;De 75 a 79 años  ;Mujeres;2.912
44 Teruel;De 80 a 84 años  ;Hombres;2.035
44 Teruel;De 80 a 84 años  ;Mujeres;2.713
44 Teruel;De 85 a 89 años  ;Hombres;1.959
44 Teruel;De 85 a 89 años  ;Mujeres;2.784
44 Teruel;90 y más años;Hombres;1.127
44 Teruel;90 y más años;Mujeres;1.969
45 Toledo;De 0 a 4 años;Hombres;13.950
45 Toledo;De 0 a 4 años;Mujeres;13.146
45 Toledo;De 5 a 9 años;Hombres;17.136
45 Toledo;De 5 a 9 años;Mujeres;16.026
45 Toledo;De 10 a 14 años  ;Hombres;19.542
45 Toledo;De 10 a 14 años  ;Mujeres;17.978
45 Toledo;De 15 a 19 años  ;Hombres;18.108
45 Toledo;De 15 a 19 años  ;Mujeres;16.504
45 Toledo;De 20 a 24 años;Hombres;16.222
45 Toledo;De 20 a 24 años;Mujeres;14.834
45 Toledo;De 25 a 29 años;Hombres;16.070
45 Toledo;De 25 a 29 años;Mujeres;14.390
45 Toledo;De 30 a 34 años;Hombres;17.218
45 Toledo;De 30 a 34 años;Mujeres;15.897
45 Toledo;De 35 a 39 años;Hombres;21.826
45 Toledo;De 35 a 39 años;Mujeres;20.304
45 Toledo;De 40 a 44 años;Hombres;26.834
45 Toledo;De 40 a 44 años;Mujeres;24.753
45 Toledo;De 45 a 49 años;Hombres;25.971
45 Toledo;De 45 a 49 años;Mujeres;24.469
45 Toledo;De 50 a 54 años;Hombres;24.623
45 Toledo;De 50 a 54 años;Mujeres;23.590
45 Toledo;De 55 a 59 años;Hombres;23.058
45 Toledo;De 55 a 59 años;Mujeres;22.041
45 Toledo;De 60 a 64 años;Hombres;19.977
45 Toledo;De 60 a 64 años;Mujeres;19.163
45 Toledo;De 65 a 69 años;Hombres;15.672
45 Toledo;De 65 a 69 años;Mujeres;15.243
45 Toledo;De 70 a 74 años  ;Hombres;13.437
45 Toledo;De 70 a 74 años  ;Mujeres;14.232
45 Toledo;De 75 a 79 años  ;Hombres;10.412
45 Toledo;De 75 a 79 años  ;Mujeres;12.288
45 Toledo;De 80 a 84 años  ;Hombres;7.473
45 Toledo;De 80 a 84 años  ;Mujeres;10.272
45 Toledo;De 85 a 89 años  ;Hombres;6.054
45 Toledo;De 85 a 89 años  ;Mujeres;9.020
45 Toledo;90 y más años;Hombres;3.170
45 Toledo;90 y más años;Mujeres;6.428
46 Valencia/València;De 0 a 4 años;Hombres;46.218
46 Valencia/València;De 0 a 4 años;Mujeres;43.596
46 Valencia/València;De 5 a 9 años;Hombres;57.723
46 Valencia/València;De 5 a 9 años;Mujeres;54.363
46 Valencia/València;De 10 a 14 años  ;Hombres;66.940
46 Valencia/València;De 10 a 14 años  ;Mujeres;62.943
46 Valencia/València;De 15 a 19 años  ;Hombres;62.509
46 Valencia/València;De 15 a 19 años  ;Mujeres;59.323
46 Valencia/València;De 20 a 24 años;Hombres;55.955
46 Valencia/València;De 20 a 24 años;Mujeres;52.826
46 Valencia/València;De 25 a 29 años;Hombres;55.802
46 Valencia/València;De 25 a 29 años;Mujeres;52.938
46 Valencia/València;De 30 a 34 años;Hombres;59.200
46 Valencia/València;De 30 a 34 años;Mujeres;56.526
46 Valencia/València;De 35 a 39 años;Hombres;73.862
46 Valencia/València;De 35 a 39 años;Mujeres;71.611
46 Valencia/València;De 40 a 44 años;Hombres;96.454
46 Valencia/València;De 40 a 44 años;Mujeres;93.620
46 Valencia/València;De 45 a 49 años;Hombres;97.284
46 Valencia/València;De 45 a 49 años;Mujeres;95.234
46 Valencia/València;De 50 a 54 años;Hombres;91.880
46 Valencia/València;De 50 a 54 años;Mujeres;92.052
46 Valencia/València;De 55 a 59 años;Hombres;83.759
46 Valencia/València;De 55 a 59 años;Mujeres;87.397
46 Valencia/València;De 60 a 64 años;Hombres;73.105
46 Valencia/València;De 60 a 64 años;Mujeres;78.883
46 Valencia/València;De 65 a 69 años;Hombres;60.239
46 Valencia/València;De 65 a 69 años;Mujeres;67.759
46 Valencia/València;De 70 a 74 años  ;Hombres;52.591
46 Valencia/València;De 70 a 74 años  ;Mujeres;63.386
46 Valencia/València;De 75 a 79 años  ;Hombres;40.884
46 Valencia/València;De 75 a 79 años  ;Mujeres;53.259
46 Valencia/València;De 80 a 84 años  ;Hombres;27.379
46 Valencia/València;De 80 a 84 años  ;Mujeres;41.360
46 Valencia/València;De 85 a 89 años  ;Hombres;17.472
46 Valencia/València;De 85 a 89 años  ;Mujeres;31.709
46 Valencia/València;90 y más años;Hombres;7.860
46 Valencia/València;90 y más años;Mujeres;19.044
47 Valladolid;De 0 a 4 años;Hombres;8.779
47 Valladolid;De 0 a 4 años;Mujeres;8.360
47 Valladolid;De 5 a 9 años;Hombres;11.243
47 Valladolid;De 5 a 9 años;Mujeres;10.649
47 Valladolid;De 10 a 14 años  ;Hombres;12.336
47 Valladolid;De 10 a 14 años  ;Mujeres;11.596
47 Valladolid;De 15 a 19 años  ;Hombres;11.397
47 Valladolid;De 15 a 19 años  ;Mujeres;10.990
47 Valladolid;De 20 a 24 años;Hombres;10.238
47 Valladolid;De 20 a 24 años;Mujeres;9.965
47 Valladolid;De 25 a 29 años;Hombres;10.496
47 Valladolid;De 25 a 29 años;Mujeres;9.600
47 Valladolid;De 30 a 34 años;Hombres;11.254
47 Valladolid;De 30 a 34 años;Mujeres;10.751
47 Valladolid;De 35 a 39 años;Hombres;14.720
47 Valladolid;De 35 a 39 años;Mujeres;14.599
47 Valladolid;De 40 a 44 años;Hombres;20.073
47 Valladolid;De 40 a 44 años;Mujeres;19.662
47 Valladolid;De 45 a 49 años;Hombres;20.817
47 Valladolid;De 45 a 49 años;Mujeres;20.482
47 Valladolid;De 50 a 54 años;Hombres;19.908
47 Valladolid;De 50 a 54 años;Mujeres;20.174
47 Valladolid;De 55 a 59 años;Hombres;18.625
47 Valladolid;De 55 a 59 años;Mujeres;19.416
47 Valladolid;De 60 a 64 años;Hombres;17.044
47 Valladolid;De 60 a 64 años;Mujeres;18.404
47 Valladolid;De 65 a 69 años;Hombres;14.655
47 Valladolid;De 65 a 69 años;Mujeres;16.030
47 Valladolid;De 70 a 74 años  ;Hombres;13.703
47 Valladolid;De 70 a 74 años  ;Mujeres;15.265
47 Valladolid;De 75 a 79 años  ;Hombres;10.743
47 Valladolid;De 75 a 79 años  ;Mujeres;13.044
47 Valladolid;De 80 a 84 años  ;Hombres;6.962
47 Valladolid;De 80 a 84 años  ;Mujeres;9.502
47 Valladolid;De 85 a 89 años  ;Hombres;4.672
47 Valladolid;De 85 a 89 años  ;Mujeres;7.949
47 Valladolid;90 y más años;Hombres;2.228
47 Valladolid;90 y más años;Mujeres;5.705
49 Zamora;De 0 a 4 años;Hombres;2.149
49 Zamora;De 0 a 4 años;Mujeres;1.946
49 Zamora;De 5 a 9 años;Hombres;2.620
49 Zamora;De 5 a 9 años;Mujeres;2.428
49 Zamora;De 10 a 14 años  ;Hombres;2.936
49 Zamora;De 10 a 14 años  ;Mujeres;2.819
49 Zamora;De 15 a 19 años  ;Hombres;3.093
49 Zamora;De 15 a 19 años  ;Mujeres;2.976
49 Zamora;De 20 a 24 años;Hombres;3.304
49 Zamora;De 20 a 24 años;Mujeres;3.063
49 Zamora;De 25 a 29 años;Hombres;3.446
49 Zamora;De 25 a 29 años;Mujeres;3.164
49 Zamora;De 30 a 34 años;Hombres;3.841
49 Zamora;De 30 a 34 años;Mujeres;3.413
49 Zamora;De 35 a 39 años;Hombres;4.630
49 Zamora;De 35 a 39 años;Mujeres;4.077
49 Zamora;De 40 a 44 años;Hombres;5.607
49 Zamora;De 40 a 44 años;Mujeres;5.245
49 Zamora;De 45 a 49 años;Hombres;5.709
49 Zamora;De 45 a 49 años;Mujeres;5.438
49 Zamora;De 50 a 54 años;Hombres;6.318
49 Zamora;De 50 a 54 años;Mujeres;6.143
49 Zamora;De 55 a 59 años;Hombres;7.138
49 Zamora;De 55 a 59 años;Mujeres;6.609
49 Zamora;De 60 a 64 años;Hombres;6.708
49 Zamora;De 60 a 64 años;Mujeres;6.213
49 Zamora;De 65 a 69 años;Hombres;5.745
49 Zamora;De 65 a 69 años;Mujeres;5.352
49 Zamora;De 70 a 74 años  ;Hombres;5.127
49 Zamora;De 70 a 74 años  ;Mujeres;5.339
49 Zamora;De 75 a 79 años  ;Hombres;4.566
49 Zamora;De 75 a 79 años  ;Mujeres;5.189
49 Zamora;De 80 a 84 años  ;Hombres;3.509
49 Zamora;De 80 a 84 años  ;Mujeres;4.962
49 Zamora;De 85 a 89 años  ;Hombres;3.033
49 Zamora;De 85 a 89 años  ;Mujeres;4.489
49 Zamora;90 y más años;Hombres;1.616
49 Zamora;90 y más años;Mujeres;3.177
50 Zaragoza;De 0 a 4 años;Hombres;16.523
50 Zaragoza;De 0 a 4 años;Mujeres;15.613
50 Zaragoza;De 5 a 9 años;Hombres;20.643
50 Zaragoza;De 5 a 9 años;Mujeres;19.335
50 Zaragoza;De 10 a 14 años  ;Hombres;23.431
50 Zaragoza;De 10 a 14 años  ;Mujeres;21.659
50 Zaragoza;De 15 a 19 años  ;Hombres;21.529
50 Zaragoza;De 15 a 19 años  ;Mujeres;20.402
50 Zaragoza;De 20 a 24 años;Hombres;19.434
50 Zaragoza;De 20 a 24 años;Mujeres;18.074
50 Zaragoza;De 25 a 29 años;Hombres;19.114
50 Zaragoza;De 25 a 29 años;Mujeres;18.177
50 Zaragoza;De 30 a 34 años;Hombres;20.820
50 Zaragoza;De 30 a 34 años;Mujeres;19.773
50 Zaragoza;De 35 a 39 años;Hombres;25.546
50 Zaragoza;De 35 a 39 años;Mujeres;24.521
50 Zaragoza;De 40 a 44 años;Hombres;32.947
50 Zaragoza;De 40 a 44 años;Mujeres;32.493
50 Zaragoza;De 45 a 49 años;Hombres;34.924
50 Zaragoza;De 45 a 49 años;Mujeres;34.053
50 Zaragoza;De 50 a 54 años;Hombres;33.232
50 Zaragoza;De 50 a 54 años;Mujeres;33.054
50 Zaragoza;De 55 a 59 años;Hombres;32.073
50 Zaragoza;De 55 a 59 años;Mujeres;32.437
50 Zaragoza;De 60 a 64 años;Hombres;28.652
50 Zaragoza;De 60 a 64 años;Mujeres;30.249
50 Zaragoza;De 65 a 69 años;Hombres;23.698
50 Zaragoza;De 65 a 69 años;Mujeres;26.494
50 Zaragoza;De 70 a 74 años  ;Hombres;21.523
50 Zaragoza;De 70 a 74 años  ;Mujeres;25.532
50 Zaragoza;De 75 a 79 años  ;Hombres;17.224
50 Zaragoza;De 75 a 79 años  ;Mujeres;21.480
50 Zaragoza;De 80 a 84 años  ;Hombres;11.463
50 Zaragoza;De 80 a 84 años  ;Mujeres;16.879
50 Zaragoza;De 85 a 89 años  ;Hombres;8.846
50 Zaragoza;De 85 a 89 años  ;Mujeres;15.248
50 Zaragoza;90 y más años;Hombres;4.212
50 Zaragoza;90 y más años;Mujeres;10.282
51 Ceuta;De 0 a 4 años;Hombres;2.252
51 Ceuta;De 0 a 4 años;Mujeres;2.135
51 Ceuta;De 5 a 9 años;Hombres;2.823
51 Ceuta;De 5 a 9 años;Mujeres;2.683
51 Ceuta;De 10 a 14 años  ;Hombres;3.034
51 Ceuta;De 10 a 14 años  ;Mujeres;3.041
51 Ceuta;De 15 a 19 años  ;Hombres;2.764
51 Ceuta;De 15 a 19 años  ;Mujeres;2.709
51 Ceuta;De 20 a 24 años;Hombres;2.606
51 Ceuta;De 20 a 24 años;Mujeres;2.726
51 Ceuta;De 25 a 29 años;Hombres;2.729
51 Ceuta;De 25 a 29 años;Mujeres;2.510
51 Ceuta;De 30 a 34 años;Hombres;2.706
51 Ceuta;De 30 a 34 años;Mujeres;2.436
51 Ceuta;De 35 a 39 años;Hombres;2.822
51 Ceuta;De 35 a 39 años;Mujeres;2.547
51 Ceuta;De 40 a 44 años;Hombres;3.058
51 Ceuta;De 40 a 44 años;Mujeres;2.648
51 Ceuta;De 45 a 49 años;Hombres;3.038
51 Ceuta;De 45 a 49 años;Mujeres;2.608
51 Ceuta;De 50 a 54 años;Hombres;2.849
51 Ceuta;De 50 a 54 años;Mujeres;2.564
51 Ceuta;De 55 a 59 años;Hombres;2.812
51 Ceuta;De 55 a 59 años;Mujeres;2.662
51 Ceuta;De 60 a 64 años;Hombres;2.365
51 Ceuta;De 60 a 64 años;Mujeres;2.246
51 Ceuta;De 65 a 69 años;Hombres;1.671
51 Ceuta;De 65 a 69 años;Mujeres;1.577
51 Ceuta;De 70 a 74 años  ;Hombres;1.166
51 Ceuta;De 70 a 74 años  ;Mujeres;1.228
51 Ceuta;De 75 a 79 años  ;Hombres;811
51 Ceuta;De 75 a 79 años  ;Mujeres;1.043
51 Ceuta;De 80 a 84 años  ;Hombres;529
51 Ceuta;De 80 a 84 años  ;Mujeres;812
51 Ceuta;De 85 a 89 años  ;Hombres;294
51 Ceuta;De 85 a 89 años  ;Mujeres;578
51 Ceuta;90 y más años;Hombres;138
51 Ceuta;90 y más años;Mujeres;338
52 Melilla;De 0 a 4 años;Hombres;2.514
52 Melilla;De 0 a 4 años;Mujeres;2.399
52 Melilla;De 5 a 9 años;Hombres;3.273
52 Melilla;De 5 a 9 años;Mujeres;3.010
52 Melilla;De 10 a 14 años  ;Hombres;3.088
52 Melilla;De 10 a 14 años  ;Mujeres;2.911
52 Melilla;De 15 a 19 años  ;Hombres;2.789
52 Melilla;De 15 a 19 años  ;Mujeres;2.718
52 Melilla;De 20 a 24 años;Hombres;2.905
52 Melilla;De 20 a 24 años;Mujeres;2.575
52 Melilla;De 25 a 29 años;Hombres;2.829
52 Melilla;De 25 a 29 años;Mujeres;2.355
52 Melilla;De 30 a 34 años;Hombres;2.501
52 Melilla;De 30 a 34 años;Mujeres;2.283
52 Melilla;De 35 a 39 años;Hombres;2.551
52 Melilla;De 35 a 39 años;Mujeres;2.301
52 Melilla;De 40 a 44 años;Hombres;2.544
52 Melilla;De 40 a 44 años;Mujeres;2.350
52 Melilla;De 45 a 49 años;Hombres;2.456
52 Melilla;De 45 a 49 años;Mujeres;2.243
52 Melilla;De 50 a 54 años;Hombres;2.597
52 Melilla;De 50 a 54 años;Mujeres;2.418
52 Melilla;De 55 a 59 años;Hombres;2.531
52 Melilla;De 55 a 59 años;Mujeres;2.206
52 Melilla;De 60 a 64 años;Hombres;2.312
52 Melilla;De 60 a 64 años;Mujeres;2.039
52 Melilla;De 65 a 69 años;Hombres;1.520
52 Melilla;De 65 a 69 años;Mujeres;1.366
52 Melilla;De 70 a 74 años  ;Hombres;942
52 Melilla;De 70 a 74 años  ;Mujeres;991
52 Melilla;De 75 a 79 años  ;Hombres;676
52 Melilla;De 75 a 79 años  ;Mujeres;865
52 Melilla;De 80 a 84 años  ;Hombres;435
52 Melilla;De 80 a 84 años  ;Mujeres;693
52 Melilla;De 85 a 89 años  ;Hombres;228
52 Melilla;De 85 a 89 años  ;Mujeres;460
52 Melilla;90 y más años;Hombres;116
52 Melilla;90 y más años;Mujeres;314
